emailID,subscribe_channelID,subscribeWatch_time
Hildegaard.Dahlia@gmail.com,100,7.76
Loree.Chrystel@gmail.com,161,5.33
Tamqrah.Brandice@gmail.com,9,4.52
Ethel.Erminia@gmail.com,98,2.41
Jessy.Iiette@gmail.com,40,2.58
Marcy.Brandice@gmail.com,98,10.79
Dorthy.Old@gmail.com,124,7.08
Kirbee.Chem@gmail.com,114,4.5
Giustina.Wilkinson@gmail.com,132,2.1
Aigneis.Phaidra@gmail.com,137,2.39
Meghann.Eliathas@gmail.com,18,1.89
Regina.Raychel@gmail.com,38,1.78
Morganica.Wandie@gmail.com,1,4.66
Gloria.Whittaker@gmail.com,121,4.46
Tatiania.Erich@gmail.com,2,6.6
Marcy.Cutlerr@gmail.com,24,8.7
Leanna.Morehouse@gmail.com,163,9.24
Elbertina.Goldina@gmail.com,149,7.23
Mariele.Buckler@gmail.com,141,8.51
Mady.Velick@gmail.com,129,4.27
Chloris.Thunell@gmail.com,128,6.37
Leanna.Regan@gmail.com,53,10.57
Fidelia.Dawkins@gmail.com,71,2.97
Dari.Hubert@gmail.com,146,4.63
Marcy.Suk@gmail.com,83,5.86
Joleen.Junie@gmail.com,15,2.22
Wynne.Uund@gmail.com,117,2.45
Karolina.Carmena@gmail.com,4,7.57
Kellen.Karl@gmail.com,65,7.01
Celestyna.Chobot@gmail.com,101,6.51
Maisey.Clarissa@gmail.com,71,1.88
Abbie.Mitzi@gmail.com,71,1.47
Amalie.Alice@gmail.com,74,10.27
Rori.Atonsah@gmail.com,136,8.86
Berget.Gaal@gmail.com,126,7.47
Madalyn.Morehouse@gmail.com,24,10.52
Jinny.Shaddock@gmail.com,13,3.06
Emma.Taima@gmail.com,108,1.12
Emilia.Bates@gmail.com,151,8.88
Laurene.Ioab@gmail.com,29,6.41
Jean.Bartlett@gmail.com,106,10.91
Krystle.Zeeba@gmail.com,118,9.01
Gaylene.Creamer@gmail.com,60,8.25
Jessy.Daveta@gmail.com,17,2.94
Rebeca.Bartlett@gmail.com,2,10.16
Tori.Tippets@gmail.com,28,9.84
Clary.Rubie@gmail.com,126,8.53
Vonny.Sparhawk@gmail.com,113,5.93
Ebonee.McClimans@gmail.com,53,6.76
Asia.Kenwood@gmail.com,69,3.14
Adore.Friede@gmail.com,89,5.07
Kate.Keelia@gmail.com,37,2.1
Rori.Morehouse@gmail.com,137,8.62
Ardeen.Timon@gmail.com,15,6.3
Courtnay.Carleen@gmail.com,73,4.3
Riannon.Lareena@gmail.com,69,4.21
Heddie.Means@gmail.com,97,6.25
Kial.Alabaster@gmail.com,24,4.45
Allyce.Elisha@gmail.com,27,7.49
Elmira.Sandye@gmail.com,110,5.03
Darci.Bettine@gmail.com,47,2.81
Carly.Pernick@gmail.com,87,8.69
Natka.Pettiford@gmail.com,153,2.39
Tabbatha.Avi@gmail.com,35,6.92
Carmencita.Roarke@gmail.com,16,7.31
Mureil.Euridice@gmail.com,145,9.98
Ana.Carbo@gmail.com,23,8.53
Deirdre.Masao@gmail.com,50,7.53
Millie.Knowling@gmail.com,132,8.64
Neila.Candy@gmail.com,137,2.76
Karolina.Randene@gmail.com,19,4.34
Addia.Glovsky@gmail.com,69,5.1
Cassandra.Shields@gmail.com,91,10.58
Harrietta.Gaspard@gmail.com,75,4.99
Mildrid.Alrich@gmail.com,102,7.5
Marika.My@gmail.com,55,6.66
Bill.Yate@gmail.com,156,10.54
Nerta.Tomasina@gmail.com,33,5.5
Aigneis.Pulsifer@gmail.com,120,4.74
Alyda.Lory@gmail.com,144,9.12
Ulrike.Masao@gmail.com,63,3.08
Damaris.Geffner@gmail.com,35,4.58
Katharina.Rogerio@gmail.com,103,8.81
Amii.Hutchison@gmail.com,152,1.95
Nanete.Bultman@gmail.com,88,4.42
Julieta.Corabella@gmail.com,47,2
Hayley.Secrest@gmail.com,61,10.06
Shauna.Corabella@gmail.com,122,8.7
Damaris.Plato@gmail.com,129,8.92
Gaylene.Erminia@gmail.com,80,3.53
Fawne.Faso@gmail.com,164,10.71
Mady.Gert@gmail.com,97,8.98
Anallese.Persse@gmail.com,112,10.31
Emylee.Darian@gmail.com,4,6.75
Yolane.Idelia@gmail.com,72,7.12
Selia.Percy@gmail.com,164,1.33
Doro.Pandolfi@gmail.com,36,1.78
Viviene.Linskey@gmail.com,161,5.4
Peri.Candy@gmail.com,143,3.94
Pierette.Melleta@gmail.com,49,10.14
Willetta.Darbie@gmail.com,56,2.38
Blinni.Hepsibah@gmail.com,42,1.22
Jessamyn.Raffo@gmail.com,114,7.18
Emilia.Cloris@gmail.com,25,10.7
Viki.Secrest@gmail.com,167,4.97
Fernande.Hurley@gmail.com,71,2.04
Barbi.Zamora@gmail.com,140,7.86
Blinni.Tacye@gmail.com,141,8.69
Vita.Atonsah@gmail.com,153,3.93
Kathi.Desai@gmail.com,68,3.29
Gisela.Ovid@gmail.com,62,10.73
Paule.Bonucci@gmail.com,71,8.2
Shandie.Lasley@gmail.com,6,7.19
Livvyy.Joeann@gmail.com,7,6.29
Dawn.Brotherson@gmail.com,4,7.9
Thalia.Geffner@gmail.com,56,1.58
Ana.Muriel@gmail.com,79,4.93
Giustina.Kauppi@gmail.com,35,1.92
Zia.Janene@gmail.com,127,6.8
Gianina.Tengdin@gmail.com,71,3.74
Priscilla.Chem@gmail.com,2,2
Aurore.Gilbertson@gmail.com,24,6.32
Randa.Tristram@gmail.com,122,1.79
Karly.Merna@gmail.com,95,4.35
Sam.Uird@gmail.com,67,4.23
Elsie.Hubert@gmail.com,20,3.26
Darlleen.Saree@gmail.com,48,1.27
Sharai.Hull@gmail.com,60,5.28
Viki.Shelba@gmail.com,40,9.26
Sharlene.Dearborn@gmail.com,79,4.22
Bernardine.Vilma@gmail.com,126,4.03
Donetta.Harday@gmail.com,12,6.64
Kaja.Corrine@gmail.com,59,1.03
Atlanta.Hoenack@gmail.com,54,5.81
Roseline.Riordan@gmail.com,158,9.91
Giustina.Erlandson@gmail.com,118,3.86
Nataline.Elbertina@gmail.com,157,10.59
Jackie.Willie@gmail.com,35,9.28
Dorthy.Dash@gmail.com,144,10.7
Demetris.Isidore@gmail.com,73,4.87
Drucie.Ackerley@gmail.com,100,9.46
Charissa.Sacken@gmail.com,40,7.12
Vita.Tremayne@gmail.com,145,7.58
Claresta.Jaylene@gmail.com,126,1.51
Aimil.Belldas@gmail.com,51,7.22
Ayn.Estella@gmail.com,140,5.14
Rivalee.Linskey@gmail.com,135,1.61
Gratia.Sasnett@gmail.com,49,1.27
Collen.Rhu@gmail.com,45,1.87
Gisela.Teddman@gmail.com,110,7.28
Abbie.Bahr@gmail.com,80,2.8
Carmela.Bergman@gmail.com,163,2.27
Katuscha.Philipp@gmail.com,163,7.42
Eadie.Aurelio@gmail.com,87,7.79
Elise.Lail@gmail.com,4,4.15
Gaylene.Franza@gmail.com,112,5.91
Halette.Tybald@gmail.com,132,9.94
Ardeen.Hertzfeld@gmail.com,116,6.41
Elora.Bouchard@gmail.com,1,1.07
Allyce.Blake@gmail.com,57,9.97
Genovera.Ezar@gmail.com,125,3.99
Roberta.Tufts@gmail.com,24,1.89
Ronna.Pauly@gmail.com,30,2.23
Aeriela.Weinreb@gmail.com,51,6.46
Beverley.Israeli@gmail.com,64,2.33
Cherrita.Hessler@gmail.com,123,7.47
Bettine.Ethban@gmail.com,64,10.39
Annecorinne.Myrilla@gmail.com,24,10.09
Delilah.Oster@gmail.com,2,7.54
Cristabel.Gaynor@gmail.com,39,7.62
Trudie.Pearse@gmail.com,77,2.67
Paola.Jorgan@gmail.com,14,4.46
Sindee.Mathilde@gmail.com,30,7.89
Hallie.Tengdin@gmail.com,79,5.86
Dorthy.Katrine@gmail.com,27,4.47
Zia.Brenn@gmail.com,159,2.28
Betta.Anselmi@gmail.com,97,9.98
Cacilie.Bettine@gmail.com,94,9.56
Stevana.Engdahl@gmail.com,90,5.45
Annora.Michella@gmail.com,85,10.47
Yetty.Letsou@gmail.com,95,3.15
Elie.Wu@gmail.com,47,3.55
Amalie.Belldas@gmail.com,117,10.33
Alie.Roarke@gmail.com,163,7.44
Henriette.Pozzy@gmail.com,103,5.08
Caressa.Campball@gmail.com,161,6.84
Genovera.Felizio@gmail.com,141,6.14
Berget.Lane@gmail.com,87,2.19
Consuela.Artie@gmail.com,145,10.59
Betta.Odell@gmail.com,7,10.65
Mildrid.Elvyn@gmail.com,48,5.28
Emma.Blake@gmail.com,22,4.99
Marylou.Lunsford@gmail.com,110,4.9
Nananne.Maroney@gmail.com,20,9.78
Melodie.Klotz@gmail.com,93,2.96
Sam.Olin@gmail.com,101,9.01
Estell.Caitlin@gmail.com,92,1.78
Elena.Fiester@gmail.com,57,10.41
Theodora.Whiffen@gmail.com,160,6.31
Tamqrah.Hilbert@gmail.com,87,8.61
Margette.Tjon@gmail.com,81,9.46
Kathy.Cimbura@gmail.com,139,2.3
Shel.Hedve@gmail.com,50,7.17
Meghann.Verger@gmail.com,91,9.83
Tobe.Japeth@gmail.com,130,7.44
Yolane.Lytton@gmail.com,157,2.63
Genovera.Dorothy@gmail.com,126,3.44
Alexine.Roxanna@gmail.com,94,7.89
Fanchon.Japeth@gmail.com,131,2.1
Nickie.Rubie@gmail.com,103,3.8
Roz.Magnolia@gmail.com,4,6.75
Hallie.Sothena@gmail.com,107,1.37
Dari.Bennie@gmail.com,21,1.57
Tabbatha.Dorine@gmail.com,68,7.29
Raina.Blake@gmail.com,18,5.97
Latisha.Kamaria@gmail.com,80,8.46
Alejandra.LaRue@gmail.com,132,3.73
Kalina.Wattenberg@gmail.com,119,9.33
Randa.Odell@gmail.com,89,4.79
Joy.Tamsky@gmail.com,86,9.41
Dorice.Arvo@gmail.com,76,5.44
Elie.Solitta@gmail.com,38,4.98
Therine.LaRue@gmail.com,68,3.74
Jordan.Gregrory@gmail.com,109,7.02
Ericka.Libna@gmail.com,71,7.9
Lauryn.McLaughlin@gmail.com,67,7.47
Andree.Chick@gmail.com,93,2
Aurore.Lamoree@gmail.com,115,2.38
Jacquetta.Ogren@gmail.com,116,4.99
Leanna.Madelene@gmail.com,27,1.32
Eolanda.Khorma@gmail.com,134,3.91
Dulce.Macey@gmail.com,65,10.35
Aili.Lutero@gmail.com,98,1.27
Krystle.Hathaway@gmail.com,32,1.25
Jsandye.Duwalt@gmail.com,133,2.9
Lanna.Nerita@gmail.com,42,2.62
Hope.Helfand@gmail.com,112,4.11
Alyda.Rozanna@gmail.com,135,4.34
Halette.Kenney@gmail.com,76,3.05
Fidelia.Mathilde@gmail.com,145,1.15
Sophia.Pulsifer@gmail.com,156,5.66
Arlena.Bury@gmail.com,101,7.33
Paola.Blase@gmail.com,97,4.75
Dotty.Adalbert@gmail.com,154,4.84
Lonnie.Kirstin@gmail.com,12,9.81
Elka.Mallon@gmail.com,110,7.11
Shel.Bakerman@gmail.com,141,10.43
Clo.Carleen@gmail.com,23,7.68
Jerry.Tacye@gmail.com,7,3.44
Jinny.Killigrew@gmail.com,18,6.42
Darci.Berne@gmail.com,41,2.94
Tatiania.Stoller@gmail.com,53,1.4
Sibella.Reidar@gmail.com,104,6.32
Tina.Bryna@gmail.com,67,3.82
Daune.Trinetta@gmail.com,139,3.59
Queenie.Durware@gmail.com,76,4.96
Alexine.Marcellus@gmail.com,115,3.04
Karly.Horan@gmail.com,22,8.02
Blinni.O'Rourke@gmail.com,99,4.45
Shell.Decato@gmail.com,112,1.27
Edee.Mata@gmail.com,132,6.8
Ardys.Alfons@gmail.com,27,7.59
Dennie.Delila@gmail.com,26,2.2
Alexine.Rosette@gmail.com,129,8.7
Jean.Havens@gmail.com,100,5.63
Zia.Edee@gmail.com,15,1.14
Oona.Sinegold@gmail.com,74,7.97
Alyda.Niccolo@gmail.com,126,6.16
Ingrid.Nea@gmail.com,14,6.08
Carol-Jean.Engdahl@gmail.com,83,5.36
Jorry.Kazimir@gmail.com,78,1.63
Mara.Charmine@gmail.com,56,7.93
Marti.Suk@gmail.com,26,6.24
Jillayne.Yorick@gmail.com,75,9.77
Tori.Han@gmail.com,134,1.21
Cecile.Bevin@gmail.com,61,1.86
Aigneis.Lorain@gmail.com,139,3.87
Sybille.Timon@gmail.com,28,4.34
Adele.Germann@gmail.com,32,2.9
Bee.Brunell@gmail.com,6,5.9
Lucy.Cleo@gmail.com,96,6.11
Fred.Kauppi@gmail.com,82,7.21
Barbara.Therine@gmail.com,167,5.49
Chere.Cath@gmail.com,69,8.66
Brandise.Strephon@gmail.com,62,8.51
Paule.Georas@gmail.com,90,10.8
Georgina.Delacourt@gmail.com,1,9.47
Hettie.Evangelia@gmail.com,69,7.55
Jessy.Roche@gmail.com,98,1.2
Chere.Phi@gmail.com,112,8.82
Dulce.Hertzfeld@gmail.com,38,4.16
Gabriellia.Ball@gmail.com,147,5.63
Courtnay.Edvard@gmail.com,62,4.96
Cherrita.Verger@gmail.com,139,3.21
Carilyn.Olin@gmail.com,42,8.92
Evita.Shaver@gmail.com,167,6.01
Dione.Ehrman@gmail.com,52,9.78
Justinn.Alice@gmail.com,110,6.43
Darlleen.Weaks@gmail.com,32,8.6
Violet.Durante@gmail.com,54,6.46
Hyacinthe.Mitzi@gmail.com,139,8.52
Nariko.Sallyann@gmail.com,162,2.62
Nollie.Shirberg@gmail.com,77,8.61
Talya.Gerge@gmail.com,95,7.79
Paule.Blase@gmail.com,116,7.13
Arabel.Gherardo@gmail.com,76,4.1
Ann-Marie.Borrell@gmail.com,118,3.16
Diena.Chandler@gmail.com,107,8.47
Moyna.Sabella@gmail.com,38,3.39
Perry.Milde@gmail.com,68,4.64
Frieda.Billye@gmail.com,19,9.15
Jenda.Morrill@gmail.com,30,9.33
Yetty.Garlinda@gmail.com,148,4.37
Aimil.Strephon@gmail.com,115,6.75
Mignon.Gilbertson@gmail.com,76,9.48
Etta.Garrison@gmail.com,92,2.3
Gilda.Terrence@gmail.com,98,4.45
Robbi.Vittoria@gmail.com,49,10.17
Olivette.Anestassia@gmail.com,115,4.35
Vita.Sherfield@gmail.com,157,9.63
Tamqrah.Dalli@gmail.com,50,3.74
Zaria.Yusuk@gmail.com,79,4.82
Georgina.Flyn@gmail.com,165,5.43
Babita.Lareena@gmail.com,55,10.77
Aurore.Waite@gmail.com,21,1.48
Jillayne.Even@gmail.com,114,4.7
Emma.Nunci@gmail.com,125,3.2
Sidoney.Ammann@gmail.com,57,9.97
Britte.Kannry@gmail.com,25,7.81
Jany.Goerke@gmail.com,48,5.67
Sabina.Eachern@gmail.com,81,2.73
Larine.Gino@gmail.com,54,7.21
Susette.Adalbert@gmail.com,30,3.69
Feliza.Korey@gmail.com,65,7.26
Leanna.Ricarda@gmail.com,15,8.19
Teddie.Pyle@gmail.com,76,10
Gabi.Garek@gmail.com,101,5.35
Celisse.Prober@gmail.com,124,4.45
Alexine.Publia@gmail.com,119,6.27
Cyndie.Bandeen@gmail.com,127,10.27
Livvyy.Cassius@gmail.com,15,5.6
Maisey.Scammon@gmail.com,10,7.96
Dacia.Skurnik@gmail.com,18,4.03
Ardenia.Millda@gmail.com,138,3.14
Alejandra.Garek@gmail.com,11,8.71
Paola.Sekofski@gmail.com,68,3.32
Dennie.O'Neill@gmail.com,113,1.91
Micheline.Vary@gmail.com,113,4.54
Aryn.Libna@gmail.com,38,5.81
Renae.Ax@gmail.com,24,9.74
Merle.Amand@gmail.com,38,4.19
Nyssa.Kinnard@gmail.com,10,2.27
Sandie.Wooster@gmail.com,78,2.78
Marcelline.Podvin@gmail.com,66,2.5
Dorothy.Lenny@gmail.com,101,3.2
Orelia.Bivins@gmail.com,103,3.06
Flory.Ricki@gmail.com,86,1.55
Fayre.Oster@gmail.com,72,2.11
Max.Hachmin@gmail.com,43,4.12
Riannon.Chobot@gmail.com,77,10.43
Linet.Valerio@gmail.com,68,9.31
Tatiania.Camden@gmail.com,69,10.97
Edith.Aaberg@gmail.com,124,8.42
Jordan.Evangelia@gmail.com,38,2.38
Dari.Solitta@gmail.com,88,9.73
Ketti.Azeria@gmail.com,62,3.03
Margarette.Reneta@gmail.com,77,8.42
Jackie.Bow@gmail.com,75,3.93
Louella.Wenda@gmail.com,47,10.42
Bobinette.Fink@gmail.com,120,10.07
Kaia.Lowry@gmail.com,69,6.05
Althea.Stanwood@gmail.com,26,7.11
Jorry.Rudolph@gmail.com,60,5.58
Cristine.Zitvaa@gmail.com,67,7.8
Asia.Shaddock@gmail.com,111,7.21
Tarra.Cohdwell@gmail.com,53,7.38
Neila.Toor@gmail.com,72,8.24
Lynea.Elbertina@gmail.com,10,7.69
Estell.Delacourt@gmail.com,57,10.01
Nessie.Ellerey@gmail.com,138,7.23
Yvonne.Felizio@gmail.com,78,7.22
Rosaline.Fancie@gmail.com,10,1.95
Tori.Behre@gmail.com,147,1.07
Rori.Oriana@gmail.com,18,5.53
Kaia.Kronfeld@gmail.com,137,6.08
Nickie.Tryck@gmail.com,79,10.65
Dolli.Roche@gmail.com,127,4.63
Jolyn.Thad@gmail.com,20,8.09
Sindee.Duwalt@gmail.com,126,3.66
Bill.Hunfredo@gmail.com,85,4.11
Aurore.Ilka@gmail.com,19,8.22
Isa.Fink@gmail.com,116,4.11
Flo.Carleen@gmail.com,106,6.98
Chere.Ciro@gmail.com,148,10.84
Fanchon.Penelopa@gmail.com,144,8.99
Reeba.Center@gmail.com,21,2.68
Pierette.Kravits@gmail.com,93,9.64
Berta.Yate@gmail.com,66,2.1
Odessa.Malanie@gmail.com,111,9.1
Briney.Sholley@gmail.com,164,3.73
Hannis.Calhoun@gmail.com,70,10.91
Gwenneth.Corilla@gmail.com,36,10.08
Ardenia.Faust@gmail.com,86,2.18
Frieda.Egbert@gmail.com,159,1.49
Donetta.Uund@gmail.com,164,3.35
Edith.Adlare@gmail.com,141,6.79
Gilligan.McNully@gmail.com,34,4.15
Bobbi.Dunkin@gmail.com,97,3.41
Pamella.Chick@gmail.com,20,10.57
Ketti.Hirsch@gmail.com,83,5.73
Katuscha.Catie@gmail.com,144,3.9
Alisha.Ellerey@gmail.com,56,7.78
Aigneis.Cimbura@gmail.com,28,8.32
Dawn.Ehrman@gmail.com,55,1.12
Karena.Screens@gmail.com,122,2.41
Oralee.Douglass@gmail.com,46,4.43
Nannie.Shaver@gmail.com,117,10.87
Rani.Maribeth@gmail.com,154,7.32
Joceline.Bronk@gmail.com,53,4.85
Janey.Briney@gmail.com,97,5.41
Dorice.Imelida@gmail.com,125,5.15
Mady.Flita@gmail.com,68,3.29
Celestyna.Loring@gmail.com,68,7.4
Inga.Joseph@gmail.com,98,7.18
Vere.Giule@gmail.com,124,4.09
Cassandra.Afton@gmail.com,104,7.44
Alameda.Granoff@gmail.com,43,6.22
Dennie.Vanni@gmail.com,35,10.38
Petronia.Pauly@gmail.com,79,9.94
Joane.Mich@gmail.com,55,10.28
Nananne.Strephon@gmail.com,122,7.99
Theodora.Harriman@gmail.com,30,1.03
Nerta.Laverne@gmail.com,15,8.8
Amara.Meli@gmail.com,99,6.04
Mady.Yusuk@gmail.com,137,5.29
Ernesta.Chem@gmail.com,18,6.02
Romona.Lindemann@gmail.com,9,6.82
Evita.Chaing@gmail.com,159,9.2
Rosene.Ulphia@gmail.com,154,10.89
Ann-Marie.Fiann@gmail.com,6,2.44
Candy.Croix@gmail.com,142,2.66
Rosaline.Grosz@gmail.com,134,7.84
Britni.Lumbard@gmail.com,44,9.52
Ivett.Paine@gmail.com,165,1.48
Emylee.Hubert@gmail.com,19,3.66
Winny.Raychel@gmail.com,91,9.04
Elora.Mitzi@gmail.com,111,2.34
Sharai.Cristi@gmail.com,158,4.97
Mureil.Brenn@gmail.com,119,7.05
Laurene.Elo@gmail.com,131,5.41
Camile.Morgun@gmail.com,66,10.26
Albertina.Saree@gmail.com,81,5.54
Stephanie.Koehler@gmail.com,72,5.02
Robinia.Lay@gmail.com,35,8.72
Grier.Morgun@gmail.com,61,6
Nataline.Bandeen@gmail.com,165,4.81
Konstance.Drisko@gmail.com,72,8.33
Elise.Lalitta@gmail.com,167,5.87
Sashenka.Freddi@gmail.com,53,1.26
Grier.Felizio@gmail.com,58,9.48
Marnia.Erminia@gmail.com,34,8.31
Lindie.Joeann@gmail.com,113,1.69
Caryl.Jena@gmail.com,65,2.86
Yetty.Radu@gmail.com,13,10.58
Jinny.Taima@gmail.com,147,4.71
Roberta.Hermes@gmail.com,139,9.98
Layla.Huggins@gmail.com,156,4.34
Cyndie.Glenden@gmail.com,158,8.94
Jenda.Kristi@gmail.com,48,6.37
Brooks.Hubert@gmail.com,34,5.11
Nollie.Dosia@gmail.com,106,4.66
Tina.Noman@gmail.com,23,1.89
Lanna.Merna@gmail.com,149,6.47
Corina.Zamora@gmail.com,22,6.57
Melisent.Khorma@gmail.com,135,5.17
Anestassia.Hazlett@gmail.com,141,5.1
Sam.Palocz@gmail.com,80,8.78
Dania.Palocz@gmail.com,167,6.36
Agnese.Torray@gmail.com,54,1.67
Ana.Penelopa@gmail.com,40,7.66
Mariele.Suk@gmail.com,62,1.88
Josephine.Lumbard@gmail.com,76,1.47
Felice.Marden@gmail.com,162,9.89
Goldie.Toor@gmail.com,20,5.84
Carol-Jean.Henrie@gmail.com,50,10.2
Valli.McAdams@gmail.com,64,5.87
Di.Joseph@gmail.com,146,1.98
Leeanne.Dielu@gmail.com,69,6.23
Blondelle.Munn@gmail.com,49,1.18
Rosene.Chinua@gmail.com,4,8.69
Lexine.Giule@gmail.com,129,1.73
Bobbi.Jary@gmail.com,132,5.22
Di.Eckblad@gmail.com,104,3.09
Vivia.Baudin@gmail.com,137,2.41
Devina.Berard@gmail.com,164,5.5
Kittie.Dunkin@gmail.com,22,10.25
Fred.Shelba@gmail.com,74,5.39
Sallie.O'Rourke@gmail.com,139,8.15
Shannah.Gladstone@gmail.com,32,7.1
Mureil.Luhe@gmail.com,97,10.45
Shaine.Isidore@gmail.com,145,10.07
Annecorinne.Noelyn@gmail.com,146,4.76
Peri.Ephrem@gmail.com,87,6.25
Nonnah.Malanie@gmail.com,42,9.96
Janenna.Dom@gmail.com,150,1.97
Rozele.Auberbach@gmail.com,8,4.62
Danny.Forrer@gmail.com,76,3.43
Charmaine.Japeth@gmail.com,33,5.75
Fred.Anis@gmail.com,125,6.48
Kristan.Felizio@gmail.com,134,1.61
Justinn.Halla@gmail.com,85,8.5
Marcelline.Teryn@gmail.com,18,4.08
Annora.Corilla@gmail.com,51,6.5
Nadine.Chapland@gmail.com,4,10.4
Liana.Holtz@gmail.com,66,9.64
Sissy.Wilona@gmail.com,141,4.51
Gilligan.Huggins@gmail.com,39,8.16
Jenilee.Lorenz@gmail.com,126,10.33
Nita.Khorma@gmail.com,163,10.67
Feliza.Belldas@gmail.com,70,1.21
Elka.Stilwell@gmail.com,67,6.37
Gilligan.Ciro@gmail.com,39,3.55
Amelia.Neva@gmail.com,85,2.14
Violet.Cynar@gmail.com,139,1.3
Brena.Ventre@gmail.com,129,2.69
Gabriellia.Carmena@gmail.com,78,10.91
Ardys.Flita@gmail.com,37,3.34
Dorothy.Franza@gmail.com,146,6.21
Lynea.Huggins@gmail.com,52,10.87
Estell.Korey@gmail.com,114,4.37
Keelia.Brackely@gmail.com,105,10.76
Doralynne.Swanhildas@gmail.com,155,9.44
Quintina.Federica@gmail.com,109,1.7
Babita.Amasa@gmail.com,56,1.25
Ernesta.Tomasina@gmail.com,113,3.17
Marjie.Granoff@gmail.com,74,6.19
Zaria.Kesley@gmail.com,5,3.09
Gloria.Brieta@gmail.com,23,3.64
Carilyn.Florina@gmail.com,103,10.28
Jessy.Stefa@gmail.com,109,4.43
Neila.Smitt@gmail.com,131,10.91
Atlanta.Saunderson@gmail.com,32,7.25
Adriana.Tyson@gmail.com,77,6.16
Amara.Laurianne@gmail.com,26,6.56
Alyssa.Colyer@gmail.com,154,9.05
Jolyn.Colp@gmail.com,58,9.58
Lanae.Alva@gmail.com,50,4.15
Elyssa.Sinegold@gmail.com,58,10.8
Jackie.Curren@gmail.com,155,6.21
Lauryn.Nadia@gmail.com,95,5.3
Karena.Diogenes@gmail.com,147,10.11
Nelle.Ingra@gmail.com,15,3.49
Belva.Wilkinson@gmail.com,44,7.71
Riannon.Thad@gmail.com,110,6.69
Dorthy.Kauppi@gmail.com,82,2.34
Jemie.Freddi@gmail.com,107,5.93
Nessie.Clarissa@gmail.com,160,2.81
Sibella.Honoria@gmail.com,45,9.99
Phedra.Dimitris@gmail.com,93,10.29
Cassondra.Peg@gmail.com,161,1.77
Adelle.Tybald@gmail.com,32,2.52
Robinia.Raffo@gmail.com,69,1.26
Carolina.Markman@gmail.com,23,8.02
Alex.Hathaway@gmail.com,33,6.46
Lucille.Hoenack@gmail.com,36,10.53
Bill.Ulphia@gmail.com,136,10.53
Frank.Hylan@gmail.com,9,5.65
Tori.Hieronymus@gmail.com,148,6.32
Ofilia.Saint@gmail.com,156,10.82
Chickie.Marden@gmail.com,40,4.29
Addia.Greenwald@gmail.com,46,6.34
Constance.Audly@gmail.com,28,1.83
Sindee.Philoo@gmail.com,17,3.98
Romona.Corabella@gmail.com,1,2.22
Tierney.Buckler@gmail.com,117,3.46
Melisent.Pascia@gmail.com,107,4.36
Maurene.Trey@gmail.com,111,1.57
Leia.Zenas@gmail.com,167,9.51
Lexine.Beniamino@gmail.com,82,9.67
Roxane.Fontana@gmail.com,149,7.32
Carmencita.Penelopa@gmail.com,22,1.43
Rosene.Lamoree@gmail.com,87,9.92
Lynnea.Flyn@gmail.com,6,7.2
Petronia.Lutero@gmail.com,138,6.46
Inga.Matthew@gmail.com,18,1.34
Tracey.Odysseus@gmail.com,9,9.95
Jenilee.Minetta@gmail.com,136,7.44
Lindie.Joeann@gmail.com,32,3.73
Jolyn.Harriman@gmail.com,56,1.81
Cam.Nester@gmail.com,129,6.93
Michaelina.Truc@gmail.com,138,8.58
Devina.Darbie@gmail.com,79,2.93
Barbara.Anton@gmail.com,84,3.61
Antonietta.Wesle@gmail.com,104,7.23
Loree.Serilda@gmail.com,41,10.4
Dagmar.Norrie@gmail.com,29,3.03
Chrystel.Lilybelle@gmail.com,120,8.66
Tomasina.McCutcheon@gmail.com,36,7.01
Sharai.Birdella@gmail.com,24,4.99
Kerrin.Etom@gmail.com,30,5.99
Odessa.Dahlia@gmail.com,16,5.89
Monika.Gunn@gmail.com,89,9.96
Gaylene.Cordi@gmail.com,117,5.14
Marika.Morrill@gmail.com,155,3.83
Damaris.Vastah@gmail.com,47,3.51
Brietta.Wallis@gmail.com,68,6.48
Hayley.Wilona@gmail.com,75,2.63
Merle.Klemperer@gmail.com,98,6.77
Cherrita.Glovsky@gmail.com,61,4.72
Lucille.Teddman@gmail.com,64,5.96
Peri.Diogenes@gmail.com,58,5.22
Petronia.Heisel@gmail.com,22,9.34
Helena.Ellerey@gmail.com,106,1.79
Melodie.Ephrem@gmail.com,29,8.27
Alameda.Shaver@gmail.com,118,1.24
Cacilie.Reneta@gmail.com,112,5.53
Mariele.Han@gmail.com,123,7.25
Therine.Gusella@gmail.com,51,1.63
Mureil.Rubie@gmail.com,2,7.51
Sallie.Seagraves@gmail.com,103,6.89
Jackie.Ashely@gmail.com,137,4.39
Carilyn.Weide@gmail.com,61,1.02
Lily.Angelis@gmail.com,51,8.69
Veda.Soneson@gmail.com,52,7.31
Tera.Burkle@gmail.com,157,4.73
Nariko.Swanhildas@gmail.com,151,9.19
Elora.Oster@gmail.com,37,9.73
Anica.Karna@gmail.com,102,7.05
Keelia.Isacco@gmail.com,11,9.66
Xylina.Voletta@gmail.com,113,5.17
Violet.Lucienne@gmail.com,25,8.5
Albertina.Granoff@gmail.com,47,7.97
Jean.Colbert@gmail.com,132,6.19
Agathe.Jarib@gmail.com,136,2.42
Vere.Trinetta@gmail.com,155,3.98
Shell.Stacy@gmail.com,91,3.41
