emailID,commentchannelID,commentWatch_time
Hildegaard.Dahlia@gmail.com,99,661.78
Loree.Chrystel@gmail.com,45,208.84
Tamqrah.Brandice@gmail.com,45,432.16
Ethel.Erminia@gmail.com,47,11.56
Jessy.Iiette@gmail.com,160,68.21
Marcy.Brandice@gmail.com,157,430.16
Dorthy.Old@gmail.com,79,509.56
Kirbee.Chem@gmail.com,77,330.73
Giustina.Wilkinson@gmail.com,145,437.63
Aigneis.Phaidra@gmail.com,30,861.17
Meghann.Eliathas@gmail.com,25,907.1
Regina.Raychel@gmail.com,72,220.29
Morganica.Wandie@gmail.com,161,665.03
Gloria.Whittaker@gmail.com,39,616.62
Tatiania.Erich@gmail.com,112,223.37
Marcy.Cutlerr@gmail.com,150,256.45
Leanna.Morehouse@gmail.com,167,813.44
Elbertina.Goldina@gmail.com,50,418.52
Mariele.Buckler@gmail.com,54,885.31
Mady.Velick@gmail.com,144,843.69
Chloris.Thunell@gmail.com,64,600.76
Leanna.Regan@gmail.com,60,369.25
Fidelia.Dawkins@gmail.com,71,928.17
Dari.Hubert@gmail.com,106,202.19
Marcy.Suk@gmail.com,96,655
Joleen.Junie@gmail.com,28,257.51
Wynne.Uund@gmail.com,33,985.6
Karolina.Carmena@gmail.com,77,265.89
Kellen.Karl@gmail.com,53,479.85
Celestyna.Chobot@gmail.com,53,487.54
Maisey.Clarissa@gmail.com,52,866.58
Abbie.Mitzi@gmail.com,30,236.34
Amalie.Alice@gmail.com,129,388.51
Rori.Atonsah@gmail.com,118,824.98
Berget.Gaal@gmail.com,50,879.63
Madalyn.Morehouse@gmail.com,154,497.19
Jinny.Shaddock@gmail.com,48,832.99
Emma.Taima@gmail.com,33,28.8
Emilia.Bates@gmail.com,100,738.05
Laurene.Ioab@gmail.com,20,824.83
Jean.Bartlett@gmail.com,123,376.87
Krystle.Zeeba@gmail.com,35,304.87
Gaylene.Creamer@gmail.com,132,941.58
Jessy.Daveta@gmail.com,10,587.27
Rebeca.Bartlett@gmail.com,105,8.27
Tori.Tippets@gmail.com,7,230.16
Clary.Rubie@gmail.com,141,993.07
Vonny.Sparhawk@gmail.com,60,787.3
Ebonee.McClimans@gmail.com,79,944.65
Asia.Kenwood@gmail.com,95,357.31
Adore.Friede@gmail.com,74,557.31
Kate.Keelia@gmail.com,29,950.4
Rori.Morehouse@gmail.com,8,256.99
Ardeen.Timon@gmail.com,148,727.38
Courtnay.Carleen@gmail.com,47,202.95
Riannon.Lareena@gmail.com,14,440.62
Heddie.Means@gmail.com,58,923.72
Kial.Alabaster@gmail.com,68,50.88
Allyce.Elisha@gmail.com,118,604.67
Elmira.Sandye@gmail.com,161,646.35
Darci.Bettine@gmail.com,84,468.57
Carly.Pernick@gmail.com,95,228.9
Natka.Pettiford@gmail.com,101,490.64
Tabbatha.Avi@gmail.com,65,193.99
Carmencita.Roarke@gmail.com,122,953.4
Mureil.Euridice@gmail.com,4,89.37
Ana.Carbo@gmail.com,82,57.08
Deirdre.Masao@gmail.com,48,400.87
Millie.Knowling@gmail.com,117,759.06
Neila.Candy@gmail.com,19,373.85
Karolina.Randene@gmail.com,112,810.75
Addia.Glovsky@gmail.com,148,524.85
Cassandra.Shields@gmail.com,29,342.12
Harrietta.Gaspard@gmail.com,28,336.04
Mildrid.Alrich@gmail.com,139,431.38
Marika.My@gmail.com,93,76.43
Bill.Yate@gmail.com,78,500.25
Nerta.Tomasina@gmail.com,95,512.01
Aigneis.Pulsifer@gmail.com,123,739.43
Alyda.Lory@gmail.com,116,725.32
Ulrike.Masao@gmail.com,19,609.9
Damaris.Geffner@gmail.com,152,201.63
Katharina.Rogerio@gmail.com,99,253.19
Amii.Hutchison@gmail.com,124,705.16
Nanete.Bultman@gmail.com,102,661.04
Julieta.Corabella@gmail.com,88,340.54
Hayley.Secrest@gmail.com,62,482.44
Shauna.Corabella@gmail.com,12,146.4
Damaris.Plato@gmail.com,100,140.56
Gaylene.Erminia@gmail.com,12,53.12
Fawne.Faso@gmail.com,82,642.01
Mady.Gert@gmail.com,167,255.24
Anallese.Persse@gmail.com,158,961.23
Emylee.Darian@gmail.com,88,608.07
Yolane.Idelia@gmail.com,84,996.29
Selia.Percy@gmail.com,79,32.62
Doro.Pandolfi@gmail.com,96,636.92
Viviene.Linskey@gmail.com,40,155.73
Peri.Candy@gmail.com,47,436.44
Pierette.Melleta@gmail.com,159,796.81
Willetta.Darbie@gmail.com,127,76.1
Blinni.Hepsibah@gmail.com,152,708.58
Jessamyn.Raffo@gmail.com,45,171.72
Emilia.Cloris@gmail.com,45,54.49
Viki.Secrest@gmail.com,166,253.62
Fernande.Hurley@gmail.com,42,374.5
Barbi.Zamora@gmail.com,141,59.72
Blinni.Tacye@gmail.com,91,583.01
Vita.Atonsah@gmail.com,76,804.72
Kathi.Desai@gmail.com,65,879.95
Gisela.Ovid@gmail.com,57,542.02
Paule.Bonucci@gmail.com,136,311.14
Shandie.Lasley@gmail.com,71,568.32
Livvyy.Joeann@gmail.com,46,696.59
Dawn.Brotherson@gmail.com,112,17.71
Thalia.Geffner@gmail.com,26,911.18
Ana.Muriel@gmail.com,3,966.16
Giustina.Kauppi@gmail.com,29,825.64
Zia.Janene@gmail.com,91,353.3
Gianina.Tengdin@gmail.com,156,197.25
Priscilla.Chem@gmail.com,43,300.31
Aurore.Gilbertson@gmail.com,8,755.63
Randa.Tristram@gmail.com,30,458.69
Karly.Merna@gmail.com,48,740.17
Sam.Uird@gmail.com,156,536.38
Elsie.Hubert@gmail.com,76,509.73
Darlleen.Saree@gmail.com,52,438.31
Sharai.Hull@gmail.com,143,585.71
Viki.Shelba@gmail.com,78,445.12
Sharlene.Dearborn@gmail.com,98,224.74
Bernardine.Vilma@gmail.com,113,268.74
Donetta.Harday@gmail.com,8,616.62
Kaja.Corrine@gmail.com,15,787.71
Atlanta.Hoenack@gmail.com,146,164.76
Roseline.Riordan@gmail.com,74,534.51
Giustina.Erlandson@gmail.com,80,599.64
Nataline.Elbertina@gmail.com,125,772.4
Jackie.Willie@gmail.com,10,473.46
Dorthy.Dash@gmail.com,57,110
Demetris.Isidore@gmail.com,113,403.75
Drucie.Ackerley@gmail.com,21,306.51
Charissa.Sacken@gmail.com,112,836.21
Vita.Tremayne@gmail.com,65,128.3
Claresta.Jaylene@gmail.com,63,231.74
Aimil.Belldas@gmail.com,140,781.33
Ayn.Estella@gmail.com,93,449.68
Rivalee.Linskey@gmail.com,155,874.98
Gratia.Sasnett@gmail.com,107,382.62
Collen.Rhu@gmail.com,119,52.61
Gisela.Teddman@gmail.com,162,493.4
Abbie.Bahr@gmail.com,84,876.24
Carmela.Bergman@gmail.com,14,760.61
Katuscha.Philipp@gmail.com,150,821.64
Eadie.Aurelio@gmail.com,91,55.79
Elise.Lail@gmail.com,162,587.87
Gaylene.Franza@gmail.com,24,496.54
Halette.Tybald@gmail.com,61,910.05
Ardeen.Hertzfeld@gmail.com,51,527.1
Elora.Bouchard@gmail.com,9,418.69
Allyce.Blake@gmail.com,130,616
Genovera.Ezar@gmail.com,50,542.77
Roberta.Tufts@gmail.com,17,847.28
Ronna.Pauly@gmail.com,45,651.58
Aeriela.Weinreb@gmail.com,53,383.34
Beverley.Israeli@gmail.com,10,119.87
Cherrita.Hessler@gmail.com,14,905.24
Bettine.Ethban@gmail.com,17,287.89
Annecorinne.Myrilla@gmail.com,58,67.29
Delilah.Oster@gmail.com,2,632.99
Cristabel.Gaynor@gmail.com,95,90.14
Trudie.Pearse@gmail.com,157,194.12
Paola.Jorgan@gmail.com,38,166.21
Sindee.Mathilde@gmail.com,151,798.91
Hallie.Tengdin@gmail.com,69,701
Dorthy.Katrine@gmail.com,91,764.66
Zia.Brenn@gmail.com,153,957.79
Betta.Anselmi@gmail.com,63,176.37
Cacilie.Bettine@gmail.com,111,135.55
Stevana.Engdahl@gmail.com,126,663.35
Annora.Michella@gmail.com,53,435.43
Yetty.Letsou@gmail.com,19,303.65
Elie.Wu@gmail.com,97,548.09
Amalie.Belldas@gmail.com,165,979.38
Alie.Roarke@gmail.com,49,748.44
Henriette.Pozzy@gmail.com,2,455.24
Caressa.Campball@gmail.com,76,938.58
Genovera.Felizio@gmail.com,1,408.96
Berget.Lane@gmail.com,57,487.98
Consuela.Artie@gmail.com,94,288.96
Betta.Odell@gmail.com,102,590.69
Mildrid.Elvyn@gmail.com,94,209.52
Emma.Blake@gmail.com,142,430.91
Marylou.Lunsford@gmail.com,48,410.72
Nananne.Maroney@gmail.com,104,80.29
Melodie.Klotz@gmail.com,130,222.36
Sam.Olin@gmail.com,55,703.21
Estell.Caitlin@gmail.com,93,457.24
Elena.Fiester@gmail.com,112,582.15
Theodora.Whiffen@gmail.com,129,325.54
Tamqrah.Hilbert@gmail.com,66,299.04
Margette.Tjon@gmail.com,15,918.38
Kathy.Cimbura@gmail.com,101,706.66
Shel.Hedve@gmail.com,100,661.48
Meghann.Verger@gmail.com,91,154.95
Tobe.Japeth@gmail.com,104,800.89
Yolane.Lytton@gmail.com,131,518.15
Genovera.Dorothy@gmail.com,35,590.37
Alexine.Roxanna@gmail.com,17,510.56
Fanchon.Japeth@gmail.com,81,348.52
Nickie.Rubie@gmail.com,80,222.53
Roz.Magnolia@gmail.com,82,636.9
Hallie.Sothena@gmail.com,125,606.65
Dari.Bennie@gmail.com,40,703.17
Tabbatha.Dorine@gmail.com,97,584.79
Raina.Blake@gmail.com,95,914.93
Latisha.Kamaria@gmail.com,121,180.55
Alejandra.LaRue@gmail.com,101,176.66
Kalina.Wattenberg@gmail.com,33,279.97
Randa.Odell@gmail.com,164,558.99
Joy.Tamsky@gmail.com,104,254.12
Dorice.Arvo@gmail.com,143,751.61
Elie.Solitta@gmail.com,26,746.2
Therine.LaRue@gmail.com,24,527.45
Jordan.Gregrory@gmail.com,112,199.81
Ericka.Libna@gmail.com,29,942.74
Lauryn.McLaughlin@gmail.com,64,825.64
Andree.Chick@gmail.com,35,297.3
Aurore.Lamoree@gmail.com,145,791.63
Jacquetta.Ogren@gmail.com,153,819.65
Leanna.Madelene@gmail.com,161,309.05
Eolanda.Khorma@gmail.com,26,913.98
Dulce.Macey@gmail.com,25,687.6
Aili.Lutero@gmail.com,25,135.21
Krystle.Hathaway@gmail.com,78,563.42
Jsandye.Duwalt@gmail.com,15,939.73
Lanna.Nerita@gmail.com,57,582.84
Hope.Helfand@gmail.com,116,12.02
Alyda.Rozanna@gmail.com,11,116.68
Halette.Kenney@gmail.com,155,351.6
Fidelia.Mathilde@gmail.com,133,939.19
Sophia.Pulsifer@gmail.com,113,478.91
Arlena.Bury@gmail.com,127,542.53
Paola.Blase@gmail.com,129,247.28
Dotty.Adalbert@gmail.com,7,686.43
Lonnie.Kirstin@gmail.com,102,244.45
Elka.Mallon@gmail.com,134,398.75
Shel.Bakerman@gmail.com,147,23.32
Clo.Carleen@gmail.com,138,724.15
Jerry.Tacye@gmail.com,148,253.03
Jinny.Killigrew@gmail.com,158,548.96
Darci.Berne@gmail.com,62,301.06
Tatiania.Stoller@gmail.com,126,688.86
Sibella.Reidar@gmail.com,102,856.37
Tina.Bryna@gmail.com,139,78.91
Daune.Trinetta@gmail.com,140,82.33
Queenie.Durware@gmail.com,32,794.41
Alexine.Marcellus@gmail.com,85,677.94
Karly.Horan@gmail.com,103,805.69
Blinni.O'Rourke@gmail.com,111,515.09
Shell.Decato@gmail.com,145,772.58
Edee.Mata@gmail.com,77,165.27
Ardys.Alfons@gmail.com,92,638.96
Dennie.Delila@gmail.com,61,216.5
Alexine.Rosette@gmail.com,144,331.63
Jean.Havens@gmail.com,63,227.93
Zia.Edee@gmail.com,80,552.31
Oona.Sinegold@gmail.com,143,767.91
Alyda.Niccolo@gmail.com,90,953.94
Ingrid.Nea@gmail.com,96,147.04
Carol-Jean.Engdahl@gmail.com,69,72.01
Jorry.Kazimir@gmail.com,1,65.98
Mara.Charmine@gmail.com,115,399.09
Marti.Suk@gmail.com,146,126.24
Jillayne.Yorick@gmail.com,69,337.96
Tori.Han@gmail.com,40,969.9
Cecile.Bevin@gmail.com,33,826.44
Aigneis.Lorain@gmail.com,54,452.07
Sybille.Timon@gmail.com,107,514.86
Adele.Germann@gmail.com,136,660.75
Bee.Brunell@gmail.com,154,655.03
Lucy.Cleo@gmail.com,79,377.21
Fred.Kauppi@gmail.com,118,862.42
Barbara.Therine@gmail.com,135,720.5
Chere.Cath@gmail.com,66,641.95
Brandise.Strephon@gmail.com,100,858.13
Paule.Georas@gmail.com,41,413.8
Georgina.Delacourt@gmail.com,53,28.88
Hettie.Evangelia@gmail.com,157,651.12
Jessy.Roche@gmail.com,68,92.41
Chere.Phi@gmail.com,70,725.05
Dulce.Hertzfeld@gmail.com,2,248.03
Gabriellia.Ball@gmail.com,137,103.75
Courtnay.Edvard@gmail.com,147,620.55
Cherrita.Verger@gmail.com,143,712.6
Carilyn.Olin@gmail.com,102,429.52
Evita.Shaver@gmail.com,55,478.51
Dione.Ehrman@gmail.com,114,431.97
Justinn.Alice@gmail.com,94,460.13
Darlleen.Weaks@gmail.com,67,226.87
Violet.Durante@gmail.com,165,240.39
Hyacinthe.Mitzi@gmail.com,1,70.91
Nariko.Sallyann@gmail.com,63,399.88
Nollie.Shirberg@gmail.com,21,640.03
Talya.Gerge@gmail.com,135,461.22
Paule.Blase@gmail.com,78,461.85
Arabel.Gherardo@gmail.com,115,53.79
Ann-Marie.Borrell@gmail.com,132,720.22
Diena.Chandler@gmail.com,124,778.11
Moyna.Sabella@gmail.com,20,587.29
Perry.Milde@gmail.com,65,779.04
Frieda.Billye@gmail.com,70,152.82
Jenda.Morrill@gmail.com,106,236.64
Yetty.Garlinda@gmail.com,71,980.12
Aimil.Strephon@gmail.com,101,409.33
Mignon.Gilbertson@gmail.com,151,728.71
Etta.Garrison@gmail.com,77,473.48
Gilda.Terrence@gmail.com,133,680.37
Robbi.Vittoria@gmail.com,42,10.36
Olivette.Anestassia@gmail.com,41,344.47
Vita.Sherfield@gmail.com,53,88.07
Tamqrah.Dalli@gmail.com,129,615.53
Zaria.Yusuk@gmail.com,98,77.3
Georgina.Flyn@gmail.com,130,849.74
Babita.Lareena@gmail.com,36,728.53
Aurore.Waite@gmail.com,100,557.12
Jillayne.Even@gmail.com,63,47.78
Emma.Nunci@gmail.com,149,649.27
Sidoney.Ammann@gmail.com,51,766.27
Britte.Kannry@gmail.com,62,893.06
Jany.Goerke@gmail.com,64,300.85
Sabina.Eachern@gmail.com,76,656.2
Larine.Gino@gmail.com,9,840.29
Susette.Adalbert@gmail.com,127,889.58
Feliza.Korey@gmail.com,123,608.06
Leanna.Ricarda@gmail.com,97,721.57
Teddie.Pyle@gmail.com,23,480.48
Gabi.Garek@gmail.com,101,485.17
Celisse.Prober@gmail.com,4,172
Alexine.Publia@gmail.com,103,717.93
Cyndie.Bandeen@gmail.com,129,825.79
Livvyy.Cassius@gmail.com,34,72.19
Maisey.Scammon@gmail.com,91,947.39
Dacia.Skurnik@gmail.com,115,843.62
Ardenia.Millda@gmail.com,11,925.2
Alejandra.Garek@gmail.com,99,238.08
Paola.Sekofski@gmail.com,124,861.65
Dennie.O'Neill@gmail.com,101,959.36
Micheline.Vary@gmail.com,77,8.87
Aryn.Libna@gmail.com,79,368.73
Renae.Ax@gmail.com,164,39.45
Merle.Amand@gmail.com,157,599.91
Nyssa.Kinnard@gmail.com,151,628.99
Sandie.Wooster@gmail.com,41,879.98
Marcelline.Podvin@gmail.com,53,245.31
Dorothy.Lenny@gmail.com,130,780.23
Orelia.Bivins@gmail.com,153,131.2
Flory.Ricki@gmail.com,3,978.98
Fayre.Oster@gmail.com,12,90.12
Max.Hachmin@gmail.com,68,6.08
Riannon.Chobot@gmail.com,147,69.17
Linet.Valerio@gmail.com,69,433.28
Tatiania.Camden@gmail.com,117,43.44
Edith.Aaberg@gmail.com,119,660.29
Jordan.Evangelia@gmail.com,144,834.91
Dari.Solitta@gmail.com,48,755.7
Ketti.Azeria@gmail.com,148,297.68
Margarette.Reneta@gmail.com,114,692.38
Jackie.Bow@gmail.com,124,138.36
Louella.Wenda@gmail.com,16,964.28
Bobinette.Fink@gmail.com,74,54.74
Kaia.Lowry@gmail.com,111,438.26
Althea.Stanwood@gmail.com,91,581.14
Jorry.Rudolph@gmail.com,113,308.52
Cristine.Zitvaa@gmail.com,76,7.02
Asia.Shaddock@gmail.com,53,173.31
Tarra.Cohdwell@gmail.com,10,40.26
Neila.Toor@gmail.com,30,514.9
Lynea.Elbertina@gmail.com,62,39.86
Estell.Delacourt@gmail.com,3,152.35
Nessie.Ellerey@gmail.com,109,719.93
Yvonne.Felizio@gmail.com,149,509.15
Rosaline.Fancie@gmail.com,156,365.29
Tori.Behre@gmail.com,1,869.83
Rori.Oriana@gmail.com,148,972.37
Kaia.Kronfeld@gmail.com,164,111.3
Nickie.Tryck@gmail.com,114,769.95
Dolli.Roche@gmail.com,127,651.56
Jolyn.Thad@gmail.com,104,97.97
Sindee.Duwalt@gmail.com,167,848.02
Bill.Hunfredo@gmail.com,159,683.17
Aurore.Ilka@gmail.com,162,837.41
Isa.Fink@gmail.com,96,111.35
Flo.Carleen@gmail.com,56,241.85
Chere.Ciro@gmail.com,112,92.98
Fanchon.Penelopa@gmail.com,95,537.3
Reeba.Center@gmail.com,75,420.9
Pierette.Kravits@gmail.com,23,146.13
Berta.Yate@gmail.com,57,718.73
Odessa.Malanie@gmail.com,65,421.11
Briney.Sholley@gmail.com,124,110.23
Hannis.Calhoun@gmail.com,57,106
Gwenneth.Corilla@gmail.com,57,351.67
Ardenia.Faust@gmail.com,153,847.94
Frieda.Egbert@gmail.com,21,332.18
Donetta.Uund@gmail.com,75,541.25
Edith.Adlare@gmail.com,102,151.63
Gilligan.McNully@gmail.com,139,864.05
Bobbi.Dunkin@gmail.com,165,476.04
Pamella.Chick@gmail.com,45,684.74
Ketti.Hirsch@gmail.com,148,127.12
Katuscha.Catie@gmail.com,123,372.78
Alisha.Ellerey@gmail.com,46,31.48
Aigneis.Cimbura@gmail.com,139,53.22
Dawn.Ehrman@gmail.com,130,593.36
Karena.Screens@gmail.com,85,571.79
Oralee.Douglass@gmail.com,115,441.45
Nannie.Shaver@gmail.com,27,234.58
Rani.Maribeth@gmail.com,78,454.56
Joceline.Bronk@gmail.com,83,937.2
Janey.Briney@gmail.com,109,534.99
Dorice.Imelida@gmail.com,123,543.21
Mady.Flita@gmail.com,22,129.23
Celestyna.Loring@gmail.com,7,456.81
Inga.Joseph@gmail.com,42,957.05
Vere.Giule@gmail.com,147,306.54
Cassandra.Afton@gmail.com,12,164.23
Alameda.Granoff@gmail.com,3,342.7
Dennie.Vanni@gmail.com,158,364.96
Petronia.Pauly@gmail.com,136,782.14
Joane.Mich@gmail.com,92,153.27
Nananne.Strephon@gmail.com,31,300.99
Theodora.Harriman@gmail.com,62,360.42
Nerta.Laverne@gmail.com,80,366.78
Amara.Meli@gmail.com,43,925.48
Mady.Yusuk@gmail.com,87,908.27
Ernesta.Chem@gmail.com,3,323.16
Romona.Lindemann@gmail.com,159,753.33
Evita.Chaing@gmail.com,106,287.35
Rosene.Ulphia@gmail.com,51,259.69
Ann-Marie.Fiann@gmail.com,165,413.55
Candy.Croix@gmail.com,153,633.37
Rosaline.Grosz@gmail.com,134,152.98
Britni.Lumbard@gmail.com,98,473.02
Ivett.Paine@gmail.com,75,786.34
Emylee.Hubert@gmail.com,104,592.8
Winny.Raychel@gmail.com,94,754.44
Elora.Mitzi@gmail.com,34,852.1
Sharai.Cristi@gmail.com,34,440.33
Mureil.Brenn@gmail.com,57,775.21
Laurene.Elo@gmail.com,74,399.61
Camile.Morgun@gmail.com,113,915.15
Albertina.Saree@gmail.com,7,541.9
Stephanie.Koehler@gmail.com,7,514.25
Robinia.Lay@gmail.com,154,401.26
Grier.Morgun@gmail.com,17,634.47
Nataline.Bandeen@gmail.com,66,97.27
Konstance.Drisko@gmail.com,162,503.35
Elise.Lalitta@gmail.com,143,226.78
Sashenka.Freddi@gmail.com,152,470.49
Grier.Felizio@gmail.com,89,466.31
Marnia.Erminia@gmail.com,137,789.72
Lindie.Joeann@gmail.com,150,486.68
Caryl.Jena@gmail.com,99,857.2
Yetty.Radu@gmail.com,130,907.2
Jinny.Taima@gmail.com,4,476.2
Roberta.Hermes@gmail.com,124,75.88
Layla.Huggins@gmail.com,85,169.8
Cyndie.Glenden@gmail.com,143,611.38
Jenda.Kristi@gmail.com,149,517.71
Brooks.Hubert@gmail.com,130,973.17
Nollie.Dosia@gmail.com,125,725.1
Tina.Noman@gmail.com,158,533.54
Lanna.Merna@gmail.com,107,539.76
Corina.Zamora@gmail.com,135,319.54
Melisent.Khorma@gmail.com,71,700.16
Anestassia.Hazlett@gmail.com,161,459.8
Sam.Palocz@gmail.com,81,865.55
Dania.Palocz@gmail.com,34,583.64
Agnese.Torray@gmail.com,49,524.47
Ana.Penelopa@gmail.com,51,208.32
Mariele.Suk@gmail.com,87,500.85
Josephine.Lumbard@gmail.com,132,497.21
Felice.Marden@gmail.com,69,655.39
Goldie.Toor@gmail.com,18,675.48
Carol-Jean.Henrie@gmail.com,163,511.5
Valli.McAdams@gmail.com,74,885.21
Di.Joseph@gmail.com,27,346.15
Leeanne.Dielu@gmail.com,105,112.98
Blondelle.Munn@gmail.com,94,236.7
Rosene.Chinua@gmail.com,5,179.26
Lexine.Giule@gmail.com,18,991.88
Bobbi.Jary@gmail.com,124,375.71
Di.Eckblad@gmail.com,60,21.35
Vivia.Baudin@gmail.com,129,39.33
Devina.Berard@gmail.com,60,247.83
Kittie.Dunkin@gmail.com,115,819.63
Fred.Shelba@gmail.com,130,541.45
Sallie.O'Rourke@gmail.com,107,343.15
Shannah.Gladstone@gmail.com,64,728.07
Mureil.Luhe@gmail.com,73,921.71
Shaine.Isidore@gmail.com,142,555.87
Annecorinne.Noelyn@gmail.com,90,645.76
Peri.Ephrem@gmail.com,89,683.74
Nonnah.Malanie@gmail.com,124,936.12
Janenna.Dom@gmail.com,12,353.7
Rozele.Auberbach@gmail.com,112,689.22
Danny.Forrer@gmail.com,34,465.13
Charmaine.Japeth@gmail.com,97,672.52
Fred.Anis@gmail.com,145,241.81
Kristan.Felizio@gmail.com,73,7.37
Justinn.Halla@gmail.com,75,683.26
Marcelline.Teryn@gmail.com,135,592.2
Annora.Corilla@gmail.com,76,189.4
Nadine.Chapland@gmail.com,70,286.17
Liana.Holtz@gmail.com,139,337.64
Sissy.Wilona@gmail.com,97,282.48
Gilligan.Huggins@gmail.com,29,833.36
Jenilee.Lorenz@gmail.com,75,571.71
Nita.Khorma@gmail.com,69,230.13
Feliza.Belldas@gmail.com,125,481.7
Elka.Stilwell@gmail.com,157,735.37
Gilligan.Ciro@gmail.com,68,3.17
Amelia.Neva@gmail.com,135,931.5
Violet.Cynar@gmail.com,153,597.8
Brena.Ventre@gmail.com,91,785.16
Gabriellia.Carmena@gmail.com,159,927.74
Ardys.Flita@gmail.com,53,896.45
Dorothy.Franza@gmail.com,151,103.72
Lynea.Huggins@gmail.com,59,293.26
Estell.Korey@gmail.com,35,73.43
Keelia.Brackely@gmail.com,75,449.37
Doralynne.Swanhildas@gmail.com,118,955.57
Quintina.Federica@gmail.com,4,74.3
Babita.Amasa@gmail.com,42,302.17
Ernesta.Tomasina@gmail.com,126,824.77
Marjie.Granoff@gmail.com,109,391.55
Zaria.Kesley@gmail.com,167,456.37
Gloria.Brieta@gmail.com,164,491.47
Carilyn.Florina@gmail.com,73,802.5
Jessy.Stefa@gmail.com,34,202
Neila.Smitt@gmail.com,29,255.88
Atlanta.Saunderson@gmail.com,161,623.53
Adriana.Tyson@gmail.com,53,744.75
Amara.Laurianne@gmail.com,1,351.72
Alyssa.Colyer@gmail.com,33,246.74
Jolyn.Colp@gmail.com,101,732.72
Lanae.Alva@gmail.com,2,192.08
Elyssa.Sinegold@gmail.com,107,290.68
Jackie.Curren@gmail.com,61,788.21
Lauryn.Nadia@gmail.com,68,199.66
Karena.Diogenes@gmail.com,73,444.69
Nelle.Ingra@gmail.com,20,598.99
Belva.Wilkinson@gmail.com,92,196.58
Riannon.Thad@gmail.com,64,468.45
Dorthy.Kauppi@gmail.com,156,721.01
Jemie.Freddi@gmail.com,167,4.41
Nessie.Clarissa@gmail.com,18,44.36
Sibella.Honoria@gmail.com,104,684.86
Phedra.Dimitris@gmail.com,14,976.23
Cassondra.Peg@gmail.com,21,558.33
Adelle.Tybald@gmail.com,40,317.37
Robinia.Raffo@gmail.com,128,714.7
Carolina.Markman@gmail.com,145,854.99
Alex.Hathaway@gmail.com,152,749.09
Lucille.Hoenack@gmail.com,93,262.99
Bill.Ulphia@gmail.com,91,162.42
Frank.Hylan@gmail.com,8,667.11
Tori.Hieronymus@gmail.com,48,368.74
Ofilia.Saint@gmail.com,125,873.73
Chickie.Marden@gmail.com,40,529.02
Addia.Greenwald@gmail.com,68,267.12
Constance.Audly@gmail.com,64,247.05
Sindee.Philoo@gmail.com,103,658.6
Romona.Corabella@gmail.com,125,246.4
Tierney.Buckler@gmail.com,145,271.82
Melisent.Pascia@gmail.com,163,902.27
Maurene.Trey@gmail.com,25,509.72
Leia.Zenas@gmail.com,153,536.38
Lexine.Beniamino@gmail.com,2,679.37
Roxane.Fontana@gmail.com,166,45.68
Carmencita.Penelopa@gmail.com,49,136.26
Rosene.Lamoree@gmail.com,16,958.28
Lynnea.Flyn@gmail.com,23,99.62
Petronia.Lutero@gmail.com,116,954.87
Inga.Matthew@gmail.com,163,617.16
Tracey.Odysseus@gmail.com,4,585.47
Jenilee.Minetta@gmail.com,32,391.41
Lindie.Joeann@gmail.com,26,86.18
Jolyn.Harriman@gmail.com,137,637.26
Cam.Nester@gmail.com,94,529.72
Michaelina.Truc@gmail.com,69,873.32
Devina.Darbie@gmail.com,135,202.86
Barbara.Anton@gmail.com,142,171.08
Antonietta.Wesle@gmail.com,100,928.04
Loree.Serilda@gmail.com,124,193.82
Dagmar.Norrie@gmail.com,8,896.04
Chrystel.Lilybelle@gmail.com,41,246.13
Tomasina.McCutcheon@gmail.com,135,548.57
Sharai.Birdella@gmail.com,79,668.63
Kerrin.Etom@gmail.com,140,815.22
Odessa.Dahlia@gmail.com,121,524.14
Monika.Gunn@gmail.com,68,52.3
Gaylene.Cordi@gmail.com,48,401.1
Marika.Morrill@gmail.com,133,102.11
Damaris.Vastah@gmail.com,60,677.9
Brietta.Wallis@gmail.com,36,133.14
Hayley.Wilona@gmail.com,152,538.68
Merle.Klemperer@gmail.com,26,459.21
Cherrita.Glovsky@gmail.com,122,133.31
Lucille.Teddman@gmail.com,106,218.39
Peri.Diogenes@gmail.com,15,420.52
Petronia.Heisel@gmail.com,101,408.85
Helena.Ellerey@gmail.com,94,332.79
Melodie.Ephrem@gmail.com,113,392.29
Alameda.Shaver@gmail.com,141,504.01
Cacilie.Reneta@gmail.com,150,642.53
Mariele.Han@gmail.com,16,252.87
Therine.Gusella@gmail.com,85,298.59
Mureil.Rubie@gmail.com,11,967.32
Sallie.Seagraves@gmail.com,46,805.53
Jackie.Ashely@gmail.com,158,973.3
Carilyn.Weide@gmail.com,25,348.48
Lily.Angelis@gmail.com,46,702.04
Veda.Soneson@gmail.com,144,854.59
Tera.Burkle@gmail.com,17,944.94
Nariko.Swanhildas@gmail.com,45,991.44
Elora.Oster@gmail.com,57,657.04
Anica.Karna@gmail.com,89,48.74
Keelia.Isacco@gmail.com,156,183.53
Xylina.Voletta@gmail.com,141,763.6
Violet.Lucienne@gmail.com,29,183.11
Albertina.Granoff@gmail.com,155,607.35
Jean.Colbert@gmail.com,5,482.59
Agathe.Jarib@gmail.com,158,15.03
Vere.Trinetta@gmail.com,72,882.34
Shell.Stacy@gmail.com,50,734.11
