emailID,likes_channelID,likesWatch_time
Hildegaard.Dahlia@gmail.com,41,4.87
Loree.Chrystel@gmail.com,76,5.16
Tamqrah.Brandice@gmail.com,136,3.64
Ethel.Erminia@gmail.com,138,1.71
Jessy.Iiette@gmail.com,50,2.14
Marcy.Brandice@gmail.com,121,3.78
Dorthy.Old@gmail.com,116,2.41
Kirbee.Chem@gmail.com,148,1.03
Giustina.Wilkinson@gmail.com,51,5.21
Aigneis.Phaidra@gmail.com,74,4.9
Meghann.Eliathas@gmail.com,90,1.81
Regina.Raychel@gmail.com,158,1.96
Morganica.Wandie@gmail.com,108,1.37
Gloria.Whittaker@gmail.com,45,2.83
Tatiania.Erich@gmail.com,118,5.31
Marcy.Cutlerr@gmail.com,148,2.13
Leanna.Morehouse@gmail.com,131,5.98
Elbertina.Goldina@gmail.com,25,1.73
Mariele.Buckler@gmail.com,52,5.85
Mady.Velick@gmail.com,47,2.29
Chloris.Thunell@gmail.com,64,5.8
Leanna.Regan@gmail.com,15,5.92
Fidelia.Dawkins@gmail.com,2,3.45
Dari.Hubert@gmail.com,55,2.32
Marcy.Suk@gmail.com,167,3.44
Joleen.Junie@gmail.com,66,2.71
Wynne.Uund@gmail.com,34,5.58
Karolina.Carmena@gmail.com,124,4.95
Kellen.Karl@gmail.com,124,1.96
Celestyna.Chobot@gmail.com,123,4.94
Maisey.Clarissa@gmail.com,49,4.92
Abbie.Mitzi@gmail.com,100,3.49
Amalie.Alice@gmail.com,162,1.1
Rori.Atonsah@gmail.com,114,1.48
Berget.Gaal@gmail.com,65,3.19
Madalyn.Morehouse@gmail.com,101,1.09
Jinny.Shaddock@gmail.com,65,1.54
Emma.Taima@gmail.com,53,5.17
Emilia.Bates@gmail.com,129,2.18
Laurene.Ioab@gmail.com,45,4.99
Jean.Bartlett@gmail.com,95,1.99
Krystle.Zeeba@gmail.com,152,1.13
Gaylene.Creamer@gmail.com,141,5.08
Jessy.Daveta@gmail.com,76,1.04
Rebeca.Bartlett@gmail.com,95,4.85
Tori.Tippets@gmail.com,136,5.54
Clary.Rubie@gmail.com,96,5.09
Vonny.Sparhawk@gmail.com,105,5.98
Ebonee.McClimans@gmail.com,29,2.31
Asia.Kenwood@gmail.com,36,5.09
Adore.Friede@gmail.com,131,4.97
Kate.Keelia@gmail.com,140,4.26
Rori.Morehouse@gmail.com,57,2.75
Ardeen.Timon@gmail.com,44,4.99
Courtnay.Carleen@gmail.com,110,3.34
Riannon.Lareena@gmail.com,136,5.17
Heddie.Means@gmail.com,57,3.32
Kial.Alabaster@gmail.com,131,1.56
Allyce.Elisha@gmail.com,38,5.71
Elmira.Sandye@gmail.com,65,5.29
Darci.Bettine@gmail.com,91,5.42
Carly.Pernick@gmail.com,26,1.93
Natka.Pettiford@gmail.com,55,1.65
Tabbatha.Avi@gmail.com,87,2.62
Carmencita.Roarke@gmail.com,37,2.32
Mureil.Euridice@gmail.com,30,5.84
Ana.Carbo@gmail.com,144,3.93
Deirdre.Masao@gmail.com,117,5.95
Millie.Knowling@gmail.com,152,2.13
Neila.Candy@gmail.com,115,1.93
Karolina.Randene@gmail.com,24,1.28
Addia.Glovsky@gmail.com,74,4.88
Cassandra.Shields@gmail.com,140,5.13
Harrietta.Gaspard@gmail.com,158,2.98
Mildrid.Alrich@gmail.com,63,5.32
Marika.My@gmail.com,166,5.09
Bill.Yate@gmail.com,35,5.34
Nerta.Tomasina@gmail.com,131,5.55
Aigneis.Pulsifer@gmail.com,117,4.51
Alyda.Lory@gmail.com,21,4.77
Ulrike.Masao@gmail.com,8,1.48
Damaris.Geffner@gmail.com,84,2.78
Katharina.Rogerio@gmail.com,83,5.75
Amii.Hutchison@gmail.com,48,5.59
Nanete.Bultman@gmail.com,160,5.99
Julieta.Corabella@gmail.com,35,3.12
Hayley.Secrest@gmail.com,57,1.52
Shauna.Corabella@gmail.com,38,2.07
Damaris.Plato@gmail.com,35,3.01
Gaylene.Erminia@gmail.com,157,3.18
Fawne.Faso@gmail.com,97,1.35
Mady.Gert@gmail.com,17,2.41
Anallese.Persse@gmail.com,8,4.15
Emylee.Darian@gmail.com,90,4.29
Yolane.Idelia@gmail.com,90,5.98
Selia.Percy@gmail.com,28,3.42
Doro.Pandolfi@gmail.com,129,1.3
Viviene.Linskey@gmail.com,34,4.19
Peri.Candy@gmail.com,7,2.52
Pierette.Melleta@gmail.com,36,4.1
Willetta.Darbie@gmail.com,68,3.83
Blinni.Hepsibah@gmail.com,99,5.11
Jessamyn.Raffo@gmail.com,99,4.73
Emilia.Cloris@gmail.com,15,3.04
Viki.Secrest@gmail.com,80,3.2
Fernande.Hurley@gmail.com,26,3.03
Barbi.Zamora@gmail.com,69,1.65
Blinni.Tacye@gmail.com,70,4.41
Vita.Atonsah@gmail.com,141,3.49
Kathi.Desai@gmail.com,82,5.02
Gisela.Ovid@gmail.com,61,3.61
Paule.Bonucci@gmail.com,118,4.69
Shandie.Lasley@gmail.com,33,2.84
Livvyy.Joeann@gmail.com,63,3.65
Dawn.Brotherson@gmail.com,87,2.98
Thalia.Geffner@gmail.com,80,3.33
Ana.Muriel@gmail.com,67,3.93
Giustina.Kauppi@gmail.com,34,1.12
Zia.Janene@gmail.com,161,5.95
Gianina.Tengdin@gmail.com,89,1.57
Priscilla.Chem@gmail.com,47,2.58
Aurore.Gilbertson@gmail.com,107,5.33
Randa.Tristram@gmail.com,127,4
Karly.Merna@gmail.com,26,4.16
Sam.Uird@gmail.com,59,1.12
Elsie.Hubert@gmail.com,136,5.69
Darlleen.Saree@gmail.com,6,1.49
Sharai.Hull@gmail.com,152,2.36
Viki.Shelba@gmail.com,43,5.15
Sharlene.Dearborn@gmail.com,14,2.67
Bernardine.Vilma@gmail.com,139,4.78
Donetta.Harday@gmail.com,30,5.9
Kaja.Corrine@gmail.com,53,2.22
Atlanta.Hoenack@gmail.com,95,2.22
Roseline.Riordan@gmail.com,90,4.65
Giustina.Erlandson@gmail.com,77,5.95
Nataline.Elbertina@gmail.com,91,3.27
Jackie.Willie@gmail.com,38,1.31
Dorthy.Dash@gmail.com,121,5.95
Demetris.Isidore@gmail.com,151,1.28
Drucie.Ackerley@gmail.com,37,4.59
Charissa.Sacken@gmail.com,134,2.8
Vita.Tremayne@gmail.com,114,2.18
Claresta.Jaylene@gmail.com,143,4.41
Aimil.Belldas@gmail.com,159,3.91
Ayn.Estella@gmail.com,4,1.46
Rivalee.Linskey@gmail.com,165,2.17
Gratia.Sasnett@gmail.com,120,3.2
Collen.Rhu@gmail.com,98,4.37
Gisela.Teddman@gmail.com,21,4.58
Abbie.Bahr@gmail.com,108,3.57
Carmela.Bergman@gmail.com,148,1.45
Katuscha.Philipp@gmail.com,7,2.08
Eadie.Aurelio@gmail.com,140,5.41
Elise.Lail@gmail.com,25,2.11
Gaylene.Franza@gmail.com,49,3.56
Halette.Tybald@gmail.com,7,3.54
Ardeen.Hertzfeld@gmail.com,145,5.8
Elora.Bouchard@gmail.com,119,5.18
Allyce.Blake@gmail.com,78,3.24
Genovera.Ezar@gmail.com,112,2.47
Roberta.Tufts@gmail.com,71,5.82
Ronna.Pauly@gmail.com,78,4.1
Aeriela.Weinreb@gmail.com,25,3.06
Beverley.Israeli@gmail.com,133,3.77
Cherrita.Hessler@gmail.com,131,1.25
Bettine.Ethban@gmail.com,54,5.99
Annecorinne.Myrilla@gmail.com,164,4.32
Delilah.Oster@gmail.com,37,5.92
Cristabel.Gaynor@gmail.com,31,1.21
Trudie.Pearse@gmail.com,124,1.35
Paola.Jorgan@gmail.com,91,2.55
Sindee.Mathilde@gmail.com,25,5.17
Hallie.Tengdin@gmail.com,123,2.02
Dorthy.Katrine@gmail.com,101,3.57
Zia.Brenn@gmail.com,31,2.91
Betta.Anselmi@gmail.com,116,2.41
Cacilie.Bettine@gmail.com,98,3.33
Stevana.Engdahl@gmail.com,76,1.5
Annora.Michella@gmail.com,75,5.4
Yetty.Letsou@gmail.com,99,4.78
Elie.Wu@gmail.com,152,2.24
Amalie.Belldas@gmail.com,96,1.31
Alie.Roarke@gmail.com,149,5.33
Henriette.Pozzy@gmail.com,61,3.97
Caressa.Campball@gmail.com,77,3.07
Genovera.Felizio@gmail.com,26,4.82
Berget.Lane@gmail.com,125,5.71
Consuela.Artie@gmail.com,119,4.62
Betta.Odell@gmail.com,62,2.66
Mildrid.Elvyn@gmail.com,69,3.19
Emma.Blake@gmail.com,132,1.16
Marylou.Lunsford@gmail.com,42,1.69
Nananne.Maroney@gmail.com,153,1.82
Melodie.Klotz@gmail.com,58,1.73
Sam.Olin@gmail.com,101,2.87
Estell.Caitlin@gmail.com,125,5.84
Elena.Fiester@gmail.com,91,1.51
Theodora.Whiffen@gmail.com,15,2.37
Tamqrah.Hilbert@gmail.com,109,3.03
Margette.Tjon@gmail.com,109,2.78
Kathy.Cimbura@gmail.com,34,2.37
Shel.Hedve@gmail.com,108,1.01
Meghann.Verger@gmail.com,54,3.93
Tobe.Japeth@gmail.com,118,4.16
Yolane.Lytton@gmail.com,106,5.12
Genovera.Dorothy@gmail.com,165,5.81
Alexine.Roxanna@gmail.com,155,4.04
Fanchon.Japeth@gmail.com,143,3.2
Nickie.Rubie@gmail.com,150,4.44
Roz.Magnolia@gmail.com,21,3.09
Hallie.Sothena@gmail.com,10,2.69
Dari.Bennie@gmail.com,119,2.39
Tabbatha.Dorine@gmail.com,50,4.09
Raina.Blake@gmail.com,154,5.24
Latisha.Kamaria@gmail.com,123,4.31
Alejandra.LaRue@gmail.com,106,3.74
Kalina.Wattenberg@gmail.com,105,2.68
Randa.Odell@gmail.com,51,4.72
Joy.Tamsky@gmail.com,138,2.97
Dorice.Arvo@gmail.com,162,1.49
Elie.Solitta@gmail.com,43,2.31
Therine.LaRue@gmail.com,67,2.1
Jordan.Gregrory@gmail.com,112,1.2
Ericka.Libna@gmail.com,15,4.4
Lauryn.McLaughlin@gmail.com,8,2.32
Andree.Chick@gmail.com,42,2.92
Aurore.Lamoree@gmail.com,158,1.35
Jacquetta.Ogren@gmail.com,125,3.19
Leanna.Madelene@gmail.com,127,5.49
Eolanda.Khorma@gmail.com,77,1.97
Dulce.Macey@gmail.com,167,4.43
Aili.Lutero@gmail.com,126,4.12
Krystle.Hathaway@gmail.com,67,1.19
Jsandye.Duwalt@gmail.com,86,4.01
Lanna.Nerita@gmail.com,64,4.69
Hope.Helfand@gmail.com,17,3.45
Alyda.Rozanna@gmail.com,92,1.58
Halette.Kenney@gmail.com,131,1.96
Fidelia.Mathilde@gmail.com,25,5.94
Sophia.Pulsifer@gmail.com,1,1.76
Arlena.Bury@gmail.com,69,3.53
Paola.Blase@gmail.com,78,5.42
Dotty.Adalbert@gmail.com,69,1.47
Lonnie.Kirstin@gmail.com,32,5.92
Elka.Mallon@gmail.com,71,3.59
Shel.Bakerman@gmail.com,39,3.85
Clo.Carleen@gmail.com,48,1.13
Jerry.Tacye@gmail.com,159,1.68
Jinny.Killigrew@gmail.com,62,1.18
Darci.Berne@gmail.com,99,2.59
Tatiania.Stoller@gmail.com,166,5.9
Sibella.Reidar@gmail.com,80,4
Tina.Bryna@gmail.com,72,2.42
Daune.Trinetta@gmail.com,85,3.2
Queenie.Durware@gmail.com,15,4.24
Alexine.Marcellus@gmail.com,45,4.74
Karly.Horan@gmail.com,138,4.95
Blinni.O'Rourke@gmail.com,126,4.02
Shell.Decato@gmail.com,127,2.21
Edee.Mata@gmail.com,107,3.47
Ardys.Alfons@gmail.com,9,6
Dennie.Delila@gmail.com,146,3
Alexine.Rosette@gmail.com,162,1.63
Jean.Havens@gmail.com,42,5.03
Zia.Edee@gmail.com,55,2.78
Oona.Sinegold@gmail.com,1,2.6
Alyda.Niccolo@gmail.com,23,3.97
Ingrid.Nea@gmail.com,86,1.97
Carol-Jean.Engdahl@gmail.com,24,5.6
Jorry.Kazimir@gmail.com,29,4.9
Mara.Charmine@gmail.com,122,5.74
Marti.Suk@gmail.com,105,5.3
Jillayne.Yorick@gmail.com,167,5.33
Tori.Han@gmail.com,42,5.58
Cecile.Bevin@gmail.com,142,1.31
Aigneis.Lorain@gmail.com,55,1.21
Sybille.Timon@gmail.com,104,4.34
Adele.Germann@gmail.com,9,1.87
Bee.Brunell@gmail.com,162,1.02
Lucy.Cleo@gmail.com,96,4.4
Fred.Kauppi@gmail.com,2,5.06
Barbara.Therine@gmail.com,46,3.48
Chere.Cath@gmail.com,109,1.7
Brandise.Strephon@gmail.com,18,1.2
Paule.Georas@gmail.com,73,4.9
Georgina.Delacourt@gmail.com,141,1.82
Hettie.Evangelia@gmail.com,113,3.34
Jessy.Roche@gmail.com,72,2.25
Chere.Phi@gmail.com,146,1.37
Dulce.Hertzfeld@gmail.com,61,4.29
Gabriellia.Ball@gmail.com,83,5.53
Courtnay.Edvard@gmail.com,103,2.94
Cherrita.Verger@gmail.com,113,4.06
Carilyn.Olin@gmail.com,92,4.08
Evita.Shaver@gmail.com,49,3.16
Dione.Ehrman@gmail.com,131,3.2
Justinn.Alice@gmail.com,84,2.41
Darlleen.Weaks@gmail.com,111,4.46
Violet.Durante@gmail.com,141,1.13
Hyacinthe.Mitzi@gmail.com,55,3.49
Nariko.Sallyann@gmail.com,163,4.64
Nollie.Shirberg@gmail.com,80,1.52
Talya.Gerge@gmail.com,119,2.02
Paule.Blase@gmail.com,70,1.04
Arabel.Gherardo@gmail.com,159,2.89
Ann-Marie.Borrell@gmail.com,96,4.69
Diena.Chandler@gmail.com,143,1.86
Moyna.Sabella@gmail.com,147,2.38
Perry.Milde@gmail.com,109,4.02
Frieda.Billye@gmail.com,58,2.69
Jenda.Morrill@gmail.com,64,3.59
Yetty.Garlinda@gmail.com,67,1.17
Aimil.Strephon@gmail.com,127,2.29
Mignon.Gilbertson@gmail.com,26,2.65
Etta.Garrison@gmail.com,43,5.77
Gilda.Terrence@gmail.com,103,1.18
Robbi.Vittoria@gmail.com,8,1.07
Olivette.Anestassia@gmail.com,20,1.2
Vita.Sherfield@gmail.com,92,1.28
Tamqrah.Dalli@gmail.com,159,3.92
Zaria.Yusuk@gmail.com,34,5.25
Georgina.Flyn@gmail.com,113,2.36
Babita.Lareena@gmail.com,67,2.88
Aurore.Waite@gmail.com,71,1.62
Jillayne.Even@gmail.com,150,1.37
Emma.Nunci@gmail.com,71,5.37
Sidoney.Ammann@gmail.com,2,4.51
Britte.Kannry@gmail.com,8,4.05
Jany.Goerke@gmail.com,75,4.57
Sabina.Eachern@gmail.com,32,3.27
Larine.Gino@gmail.com,45,2.98
Susette.Adalbert@gmail.com,97,2.48
Feliza.Korey@gmail.com,45,3.65
Leanna.Ricarda@gmail.com,144,3.49
Teddie.Pyle@gmail.com,132,4.67
Gabi.Garek@gmail.com,65,2.65
Celisse.Prober@gmail.com,44,1.66
Alexine.Publia@gmail.com,68,4.18
Cyndie.Bandeen@gmail.com,66,3.82
Livvyy.Cassius@gmail.com,79,5.38
Maisey.Scammon@gmail.com,4,2.44
Dacia.Skurnik@gmail.com,124,5.08
Ardenia.Millda@gmail.com,102,3.58
Alejandra.Garek@gmail.com,108,4.98
Paola.Sekofski@gmail.com,97,1.87
Dennie.O'Neill@gmail.com,13,1.53
Micheline.Vary@gmail.com,104,2.08
Aryn.Libna@gmail.com,81,1.83
Renae.Ax@gmail.com,94,3.03
Merle.Amand@gmail.com,4,1.51
Nyssa.Kinnard@gmail.com,84,2.27
Sandie.Wooster@gmail.com,11,2.02
Marcelline.Podvin@gmail.com,129,4.56
Dorothy.Lenny@gmail.com,102,3.57
Orelia.Bivins@gmail.com,43,4.55
Flory.Ricki@gmail.com,127,2.2
Fayre.Oster@gmail.com,105,2.25
Max.Hachmin@gmail.com,62,5.71
Riannon.Chobot@gmail.com,138,4.36
Linet.Valerio@gmail.com,81,2.42
Tatiania.Camden@gmail.com,81,2.5
Edith.Aaberg@gmail.com,19,5.8
Jordan.Evangelia@gmail.com,59,1.22
Dari.Solitta@gmail.com,144,4.89
Ketti.Azeria@gmail.com,78,2.19
Margarette.Reneta@gmail.com,13,3.96
Jackie.Bow@gmail.com,97,4.92
Louella.Wenda@gmail.com,27,1.92
Bobinette.Fink@gmail.com,65,4.14
Kaia.Lowry@gmail.com,122,4.33
Althea.Stanwood@gmail.com,12,1.64
Jorry.Rudolph@gmail.com,145,4.89
Cristine.Zitvaa@gmail.com,42,3.58
Asia.Shaddock@gmail.com,158,4.59
Tarra.Cohdwell@gmail.com,141,4.21
Neila.Toor@gmail.com,71,4.35
Lynea.Elbertina@gmail.com,74,4.57
Estell.Delacourt@gmail.com,132,4.82
Nessie.Ellerey@gmail.com,27,1.56
Yvonne.Felizio@gmail.com,109,5.7
Rosaline.Fancie@gmail.com,4,4.76
Tori.Behre@gmail.com,86,2.99
Rori.Oriana@gmail.com,153,5.55
Kaia.Kronfeld@gmail.com,155,1.05
Nickie.Tryck@gmail.com,160,4.21
Dolli.Roche@gmail.com,14,1.11
Jolyn.Thad@gmail.com,20,2.05
Sindee.Duwalt@gmail.com,132,4.12
Bill.Hunfredo@gmail.com,17,3.98
Aurore.Ilka@gmail.com,154,5.67
Isa.Fink@gmail.com,69,2.75
Flo.Carleen@gmail.com,56,5.84
Chere.Ciro@gmail.com,58,5.95
Fanchon.Penelopa@gmail.com,134,3.19
Reeba.Center@gmail.com,90,2.29
Pierette.Kravits@gmail.com,4,3.24
Berta.Yate@gmail.com,124,4.92
Odessa.Malanie@gmail.com,57,1.09
Briney.Sholley@gmail.com,121,1.99
Hannis.Calhoun@gmail.com,117,5.72
Gwenneth.Corilla@gmail.com,109,3.43
Ardenia.Faust@gmail.com,35,5.8
Frieda.Egbert@gmail.com,71,1.29
Donetta.Uund@gmail.com,30,3.19
Edith.Adlare@gmail.com,113,5.59
Gilligan.McNully@gmail.com,104,4.57
Bobbi.Dunkin@gmail.com,140,5.43
Pamella.Chick@gmail.com,47,4.4
Ketti.Hirsch@gmail.com,29,1.59
Katuscha.Catie@gmail.com,68,1.92
Alisha.Ellerey@gmail.com,71,3.75
Aigneis.Cimbura@gmail.com,134,5.97
Dawn.Ehrman@gmail.com,152,5.12
Karena.Screens@gmail.com,138,1.91
Oralee.Douglass@gmail.com,2,2.46
Nannie.Shaver@gmail.com,14,1.57
Rani.Maribeth@gmail.com,133,3.34
Joceline.Bronk@gmail.com,123,3.6
Janey.Briney@gmail.com,15,5.56
Dorice.Imelida@gmail.com,100,5.9
Mady.Flita@gmail.com,8,3.96
Celestyna.Loring@gmail.com,157,3.92
Inga.Joseph@gmail.com,143,3.47
Vere.Giule@gmail.com,165,4.46
Cassandra.Afton@gmail.com,152,4.21
Alameda.Granoff@gmail.com,121,1.28
Dennie.Vanni@gmail.com,82,4.66
Petronia.Pauly@gmail.com,55,3.39
Joane.Mich@gmail.com,93,2.99
Nananne.Strephon@gmail.com,19,4.26
Theodora.Harriman@gmail.com,18,2.54
Nerta.Laverne@gmail.com,25,4
Amara.Meli@gmail.com,157,3.6
Mady.Yusuk@gmail.com,129,2.24
Ernesta.Chem@gmail.com,59,3.64
Romona.Lindemann@gmail.com,144,4.31
Evita.Chaing@gmail.com,141,4.6
Rosene.Ulphia@gmail.com,101,4.09
Ann-Marie.Fiann@gmail.com,30,2.25
Candy.Croix@gmail.com,64,1.12
Rosaline.Grosz@gmail.com,123,3.21
Britni.Lumbard@gmail.com,134,4.17
Ivett.Paine@gmail.com,76,4.71
Emylee.Hubert@gmail.com,145,1.69
Winny.Raychel@gmail.com,151,4.7
Elora.Mitzi@gmail.com,1,1.7
Sharai.Cristi@gmail.com,152,4.4
Mureil.Brenn@gmail.com,15,1.45
Laurene.Elo@gmail.com,115,3.33
Camile.Morgun@gmail.com,57,5.17
Albertina.Saree@gmail.com,42,5.38
Stephanie.Koehler@gmail.com,10,1.71
Robinia.Lay@gmail.com,96,5.7
Grier.Morgun@gmail.com,1,5.35
Nataline.Bandeen@gmail.com,51,2.02
Konstance.Drisko@gmail.com,126,2.88
Elise.Lalitta@gmail.com,135,3.94
Sashenka.Freddi@gmail.com,139,3.05
Grier.Felizio@gmail.com,137,3.16
Marnia.Erminia@gmail.com,36,2.82
Lindie.Joeann@gmail.com,73,3.73
Caryl.Jena@gmail.com,7,2.09
Yetty.Radu@gmail.com,59,4.71
Jinny.Taima@gmail.com,140,1.85
Roberta.Hermes@gmail.com,37,1.57
Layla.Huggins@gmail.com,124,3.79
Cyndie.Glenden@gmail.com,129,1.59
Jenda.Kristi@gmail.com,116,2.49
Brooks.Hubert@gmail.com,44,5.81
Nollie.Dosia@gmail.com,73,1.61
Tina.Noman@gmail.com,19,2.63
Lanna.Merna@gmail.com,117,1.15
Corina.Zamora@gmail.com,133,2.85
Melisent.Khorma@gmail.com,22,5.85
Anestassia.Hazlett@gmail.com,67,2.26
Sam.Palocz@gmail.com,72,2.79
Dania.Palocz@gmail.com,16,1.21
Agnese.Torray@gmail.com,122,3.41
Ana.Penelopa@gmail.com,37,5.25
Mariele.Suk@gmail.com,17,3.26
Josephine.Lumbard@gmail.com,107,4.5
Felice.Marden@gmail.com,62,4.43
Goldie.Toor@gmail.com,54,1.66
Carol-Jean.Henrie@gmail.com,87,5.73
Valli.McAdams@gmail.com,129,3.01
Di.Joseph@gmail.com,119,2.51
Leeanne.Dielu@gmail.com,62,4.8
Blondelle.Munn@gmail.com,88,4.28
Rosene.Chinua@gmail.com,70,2.98
Lexine.Giule@gmail.com,13,1.2
Bobbi.Jary@gmail.com,94,4.88
Di.Eckblad@gmail.com,160,5.25
Vivia.Baudin@gmail.com,142,3.09
Devina.Berard@gmail.com,27,3.75
Kittie.Dunkin@gmail.com,44,5.71
Fred.Shelba@gmail.com,150,3.29
Sallie.O'Rourke@gmail.com,6,1.38
Shannah.Gladstone@gmail.com,15,3.57
Mureil.Luhe@gmail.com,118,1.63
Shaine.Isidore@gmail.com,126,3.75
Annecorinne.Noelyn@gmail.com,60,3.92
Peri.Ephrem@gmail.com,111,5.01
Nonnah.Malanie@gmail.com,92,2.81
Janenna.Dom@gmail.com,70,2.82
Rozele.Auberbach@gmail.com,104,2.72
Danny.Forrer@gmail.com,66,2.86
Charmaine.Japeth@gmail.com,64,3.68
Fred.Anis@gmail.com,4,1.63
Kristan.Felizio@gmail.com,106,2.15
Justinn.Halla@gmail.com,165,4.02
Marcelline.Teryn@gmail.com,60,3.77
Annora.Corilla@gmail.com,3,2.8
Nadine.Chapland@gmail.com,74,1.91
Liana.Holtz@gmail.com,5,1.01
Sissy.Wilona@gmail.com,18,2.39
Gilligan.Huggins@gmail.com,146,4.98
Jenilee.Lorenz@gmail.com,136,4.47
Nita.Khorma@gmail.com,86,4.25
Feliza.Belldas@gmail.com,159,2.51
Elka.Stilwell@gmail.com,15,5.06
Gilligan.Ciro@gmail.com,74,4.4
Amelia.Neva@gmail.com,144,2.05
Violet.Cynar@gmail.com,28,1.17
Brena.Ventre@gmail.com,73,4.17
Gabriellia.Carmena@gmail.com,54,4.35
Ardys.Flita@gmail.com,74,1.06
Dorothy.Franza@gmail.com,47,3.56
Lynea.Huggins@gmail.com,136,1.62
Estell.Korey@gmail.com,162,3.64
Keelia.Brackely@gmail.com,126,2.83
Doralynne.Swanhildas@gmail.com,114,4.65
Quintina.Federica@gmail.com,26,3.69
Babita.Amasa@gmail.com,108,2.82
Ernesta.Tomasina@gmail.com,122,2.48
Marjie.Granoff@gmail.com,33,1.81
Zaria.Kesley@gmail.com,152,4.36
Gloria.Brieta@gmail.com,119,5
Carilyn.Florina@gmail.com,162,2.48
Jessy.Stefa@gmail.com,164,4.54
Neila.Smitt@gmail.com,99,3.22
Atlanta.Saunderson@gmail.com,132,3.16
Adriana.Tyson@gmail.com,129,2.5
Amara.Laurianne@gmail.com,96,5.97
Alyssa.Colyer@gmail.com,94,2.16
Jolyn.Colp@gmail.com,129,3.37
Lanae.Alva@gmail.com,128,3.68
Elyssa.Sinegold@gmail.com,117,2
Jackie.Curren@gmail.com,119,3.93
Lauryn.Nadia@gmail.com,140,2.36
Karena.Diogenes@gmail.com,46,2.29
Nelle.Ingra@gmail.com,63,5.18
Belva.Wilkinson@gmail.com,49,4.01
Riannon.Thad@gmail.com,147,3.48
Dorthy.Kauppi@gmail.com,78,2.18
Jemie.Freddi@gmail.com,28,4.4
Nessie.Clarissa@gmail.com,8,4.5
Sibella.Honoria@gmail.com,73,3
Phedra.Dimitris@gmail.com,51,3.97
Cassondra.Peg@gmail.com,104,5.64
Adelle.Tybald@gmail.com,121,4.54
Robinia.Raffo@gmail.com,160,5.43
Carolina.Markman@gmail.com,41,1.62
Alex.Hathaway@gmail.com,148,1.6
Lucille.Hoenack@gmail.com,53,4.43
Bill.Ulphia@gmail.com,73,4.98
Frank.Hylan@gmail.com,66,5.92
Tori.Hieronymus@gmail.com,123,4.3
Ofilia.Saint@gmail.com,5,3.75
Chickie.Marden@gmail.com,92,4.95
Addia.Greenwald@gmail.com,135,5.24
Constance.Audly@gmail.com,70,2.91
Sindee.Philoo@gmail.com,33,1.18
Romona.Corabella@gmail.com,65,2.46
Tierney.Buckler@gmail.com,114,1.04
Melisent.Pascia@gmail.com,79,3.86
Maurene.Trey@gmail.com,158,5.15
Leia.Zenas@gmail.com,158,2.68
Lexine.Beniamino@gmail.com,166,4.58
Roxane.Fontana@gmail.com,78,5.46
Carmencita.Penelopa@gmail.com,69,4.9
Rosene.Lamoree@gmail.com,103,2.18
Lynnea.Flyn@gmail.com,62,5.82
Petronia.Lutero@gmail.com,94,1.94
Inga.Matthew@gmail.com,95,2.67
Tracey.Odysseus@gmail.com,37,2.34
Jenilee.Minetta@gmail.com,68,3.45
Lindie.Joeann@gmail.com,165,3.65
Jolyn.Harriman@gmail.com,21,3.56
Cam.Nester@gmail.com,129,2.41
Michaelina.Truc@gmail.com,23,3.72
Devina.Darbie@gmail.com,103,1.81
Barbara.Anton@gmail.com,134,1.68
Antonietta.Wesle@gmail.com,131,5.32
Loree.Serilda@gmail.com,59,4.76
Dagmar.Norrie@gmail.com,18,1.12
Chrystel.Lilybelle@gmail.com,1,4.86
Tomasina.McCutcheon@gmail.com,99,1.38
Sharai.Birdella@gmail.com,155,3.17
Kerrin.Etom@gmail.com,137,4.78
Odessa.Dahlia@gmail.com,7,3.86
Monika.Gunn@gmail.com,33,3.7
Gaylene.Cordi@gmail.com,135,3.66
Marika.Morrill@gmail.com,104,1.72
Damaris.Vastah@gmail.com,108,1.54
Brietta.Wallis@gmail.com,148,3.77
Hayley.Wilona@gmail.com,103,1
Merle.Klemperer@gmail.com,101,3.16
Cherrita.Glovsky@gmail.com,6,2.92
Lucille.Teddman@gmail.com,87,3.84
Peri.Diogenes@gmail.com,82,4.11
Petronia.Heisel@gmail.com,79,1.66
Helena.Ellerey@gmail.com,74,4.06
Melodie.Ephrem@gmail.com,1,5.5
Alameda.Shaver@gmail.com,34,1.33
Cacilie.Reneta@gmail.com,33,4.6
Mariele.Han@gmail.com,40,2.32
Therine.Gusella@gmail.com,142,2.36
Mureil.Rubie@gmail.com,124,3.01
Sallie.Seagraves@gmail.com,51,2.16
Jackie.Ashely@gmail.com,47,3.57
Carilyn.Weide@gmail.com,111,1.58
Lily.Angelis@gmail.com,52,1.18
Veda.Soneson@gmail.com,103,5.57
Tera.Burkle@gmail.com,30,2.81
Nariko.Swanhildas@gmail.com,92,1.84
Elora.Oster@gmail.com,68,1.26
Anica.Karna@gmail.com,8,2.45
Keelia.Isacco@gmail.com,149,3.71
Xylina.Voletta@gmail.com,25,2.52
Violet.Lucienne@gmail.com,53,1.73
Albertina.Granoff@gmail.com,124,5.93
Jean.Colbert@gmail.com,157,3.54
Agathe.Jarib@gmail.com,74,1.92
Vere.Trinetta@gmail.com,71,2.44
Shell.Stacy@gmail.com,110,3.26
Elora.Ophelia@gmail.com,11,3.63
